ID,User ID,# of Products,Cost
e30573c8-af8b-4bd9-962f-636bd8a72798,e69200c7-fbf7-430e-b3e6-b81dd936b8c4,3,4412.144936737604
1179e34c-4767-4230-9ef6-342bb4970cfb,a7bad854-1722-4312-8950-8668ec62cd4a,6,4845.217833621427
a3c2ff0d-4783-49c2-9004-17861b41a308,d500e86f-412f-4fa8-aff7-9a3b66f7239d,2,4123.649297258817
ac8cdceb-9489-43c5-a46c-7e0fed3355f5,130a6e8c-1e15-4a79-82c2-e0d90432032c,1,356.8491187179461
dfd3c8db-2c3b-465d-a1ce-a3df38962962,48958101-bf73-4e7b-b260-f650c89cc86a,7,1905.7851935969666
20c5cf4a-9aa0-4e22-9559-62f90122e400,b9069bee-6338-48e7-afa8-2ce979607df7,4,3266.269105509855
bebdce55-3aed-48e5-922f-e50e784a5e3e,cf79e7ef-aaef-4696-ad26-27c7c10f6a8c,2,3518.648581323214
cf56501f-8abb-4610-99f2-d6ce3ff964d2,da6b00a4-2af9-4d20-9bbf-d98658f64e2c,7,2452.621211693622
0bbcd0d2-d394-478e-8301-8bc8db402525,ec609b61-4a67-4bb8-a3ea-9201ab8c4770,1,3417.95545341447
538187a9-3b97-4979-85b3-8891631eb4ab,011cdc46-1430-48a6-8a1e-0814154d8060,6,438.05139046162367
c10b86c6-6ae6-477c-be5a-de8bcc8d034d,28c5bb4a-d00a-454d-ad2f-83d8cf98efb6,7,298.8471146672964
af691421-04e1-4cfd-8f52-9b6f5e0a44ec,ab3aa58a-36d3-4e1e-a376-93a92d972b9f,2,1219.1422738367692
4d736b56-42ba-4e61-b0a1-f371b417dcb8,f89c5914-6716-4841-973f-bc09eec78b04,3,2129.976245877333
122cb78a-6ed3-4e8d-938c-e7e7acab028c,082313a6-a35e-451e-a273-75141f7fe150,5,4572.042784281075
a45b6ccc-0a42-4f70-9170-a0992915967b,feb5e4a8-fa94-4549-b517-a6b40fff692a,7,2712.1685887221247
09070f6c-b5f5-49a3-b673-93cda37d1583,a641a6f9-f5c6-432d-aeaa-ffba7aa3af3c,6,4359.645787533373
f32ea7eb-c32d-45ef-a942-cc0ed02c8381,c0657262-4299-4695-b731-306496aa30ac,5,1289.324041083455
1b0c4d64-2286-40af-8519-2092f0139d81,129db0f5-529b-44b5-8404-825a12da8173,9,2037.9342667525634
96120023-8913-4861-993b-6f13cdb5783d,d49f8b79-c529-430b-834b-137262ee349a,4,3094.725741446018
60b964ee-f318-408a-b2b7-752c0706412c,e0d26006-11e8-4845-a0fe-acc2f1e2e41c,9,4622.280150419101
bc23493f-f9dd-4d1a-97bb-6189691328b6,32909d55-bb15-4bee-987a-fd23138e3d61,9,4169.865479436703
f91d8fec-a74d-4c1f-9d26-9a269d08d285,1ac73265-e5b3-434d-bfdf-08e0dce9fb28,1,3523.593721794896
c2f52707-edd5-447e-9a10-7c4daceddc06,a0600698-a7e0-4a31-b7a2-5cb94c3f8ea7,7,1288.0782952997833
084e8e74-d978-4d9e-9d32-4c5babfbaaed,f0fea37b-a80d-46d2-9eec-59370e6b5a85,8,1275.9710971498862
23a63151-4832-4a0b-b492-9015f2b88e93,7e6f27ab-cc33-4ef1-ab40-04a0142b9923,5,4060.7344393618405
cc5baffa-da1d-4453-935c-460ca244ed59,5d80892f-58d3-4378-80ce-b1b14fd07bac,6,4114.269564836286
37c2099f-e7c6-4234-b5cf-22534ef0dba2,69ce19e9-ef8d-4743-89e5-8d01d5da2f6f,7,3397.0500334864482
dadb7f21-3d17-4f61-9b7e-5beb32324ea5,0f5888f5-84c4-40aa-8015-27f1eced2e94,5,600.5677164066583
59c99085-2ed2-4b59-91ed-d4dca1d3b620,3c2e7514-e32c-471d-a5aa-7c2be5b34714,3,1873.8591254223138
8f775a4e-d483-47c0-b583-6ffc6168f2ca,8e0e0e17-ab33-4946-ac50-2a0d5914e0ec,5,1831.8710502469912
c29346f6-bd82-4f25-9999-9ed8be359452,7e1fbc91-1fd4-4686-901d-d02879cf3ed0,9,3873.4516888391227
0cba3675-85ac-421a-8722-1744d98a3089,f812fb03-b1a4-4a69-823e-fd9822dd3418,8,3138.9391945209354
d2d71e18-08cb-4de2-8f03-a68c3bd0defb,bf1871ab-3681-4a47-9ad3-4f61ad4b1dfe,10,2148.885338124819
5b80c011-1122-413c-9ad9-539d07500d0e,a34e380a-22e1-427a-a8c8-96b623915f92,1,1595.1903185341507
7d9b75fb-0195-43a4-9c7a-ad563b712dbe,2a6de873-b693-44d6-85d9-3b447a867c03,1,110.8530749566853
21c16698-908c-4997-a414-e79a5f5d1f6f,29560ed9-1231-4bfd-9d07-48fd86f01064,6,4821.710947947577
c88d4622-ab6c-464b-b130-0c48bdd078f7,d8b18ca7-1464-4732-b2f0-497998865954,9,3964.3189983908087
7cfb6662-a752-4dba-b266-aafbb2f58869,3e52cd6b-ccc8-463f-8017-b99fef825338,9,4646.278284513392
9fa767d2-cad3-426d-938e-0e95111920b3,a940056e-5f30-4a90-8421-4796462dee92,3,691.1939384182915
